date	externalid	number	constant	digits	decimals
2008-11-24	735999999000000205	3806260407	1.000	6	0
2008-11-24	735999999000000274	3806251025	1.000	6	0
2008-08-28	735999999000000366	3806255504	1.000	6	0
2008-08-25	735999999000000526	3806256832	1.000	6	0
2009-01-01	735999999000000106	TM201512	1.000	9	0
2010-10-21	735999999000000106	94957544	1.000	6	2
2008-08-25	735999999000000540	3806257672	1.000	6	0
2012-03-01	735999999000000779	TM207404	1.000	9	0
2008-11-24	735999999000000175	3806251450	1.000	6	0
2008-09-01	735999999000000373	TM209606	1.000	9	0
2012-03-01	735999999000000151	TM201511	1.000	9	0
2009-01-01	735999999000000304	TM201509	1.000	9	0
2006-07-04	735999999000000779	86685642	1.000	6	2
2011-01-01	735999999000000793	TM200808	1.000	9	0
2008-09-01	735999999000000373	87465844	1.000	6	2
2011-01-26	735999999000000427	3806013399	1.000	6	0
2008-08-27	735999999000000564	3806257755	1.000	6	0
2008-08-25	735999999000000588	3806257475	1.000	6	0
2010-10-21	735999999000000304	94957546	1.000	6	2
2009-08-21	735999999000000335	3806254912	1.000	6	0
2012-12-05	735999999000000465	11680685	1.000	6	3
2008-08-25	735999999000000489	3806256848	1.000	6	0
2011-01-01	735999999000000885	86372265	1.000	6	0
2011-01-01	735999999000000885	TM200812	1.000	9	0
2008-08-25	735999999000000502	3806257551	1.000	6	0
2011-01-01	735999999000000656	TM209602	1.000	9	0
2008-08-27	735999999000000441	3806257444	1.000	6	0
2009-03-06	735999999000000717	95236091	1.000	6	0
2011-01-01	735999999000000656	3806254543	1.000	6	0
2009-11-10	735999999000000663	3806253553	1.000	6	0
2006-09-01	735999999000001226	TM210005	1.000	9	0
2006-09-21	735999999000001226	86685643	1.000	6	2
2008-12-08	735999999000000854	87465906	1.000	6	2
2009-04-22	735999999000001011	94850293	1.000	6	2
2011-01-01	735999999000000793	86372298	1.000	6	0
2008-11-27	735999999000000861	3806251790	1.000	6	0
2009-01-01	735999999000000939	TM210502	1.000	9	0
2009-01-01	735999999000000939	95236030	1.000	6	2
2008-12-01	735999999000000816	TM200809	1.000	9	0
2008-12-01	735999999000000816	87465824	1.000	6	2
2011-01-01	735999999000000953	TM210503	1.000	9	0
2011-01-01	735999999000001028	TM210405	1.000	9	0
2011-01-01	735999999000001257	TM210003	1.000	9	0
2011-01-01	735999999000001257	3806251139	1.000	6	0
2008-12-01	735999999000000823	87465798	1.000	6	2
2008-12-01	735999999000000823	TM200811	1.000	9	0
2011-01-01	735999999000001028	3806251010	1.000	6	0
2009-01-01	735999999000001295	TM207405	1.000	9	0
2008-08-25	735999999000001554	3806257366	1.000	6	0
2008-08-25	735999999000001721	3806257351	1.000	6	0
2008-12-01	735999999000000830	TM200810	1.000	9	0
2008-12-01	735999999000000830	87465819	1.000	6	2
2009-01-01	735999999000001035	TM210404	1.000	9	0
2009-01-01	735999999000001035	94957543	1.000	6	2
2009-04-24	735999999000001196	94850376	1.000	6	2
2009-01-01	735999999000001288	TM207403	1.000	9	0
2009-04-15	735999999000001899	95236016	1.000	6	2
2012-03-01	735999999000001912	TM209711	1.000	9	0
2006-07-03	735999999000001288	86685636	1.000	6	2
2008-08-29	735999999000001622	3806257681	1.000	6	0
2006-07-04	735999999000001295	86685657	1.000	6	2
2008-12-01	735999999000001349	TM207402	1.000	9	0
2008-07-01	735999999000001912	87465900	1.000	6	2
2008-11-28	735999999000002247	3806251315	1.000	6	0
2009-08-01	735999999000001691	TM209712	1.000	9	0
2009-08-01	735999999000001691	95236058	1.000	6	2
2010-04-20	735999999000001349	94850230	1.000	6	2
2008-06-05	735999999000001523	87465840	1.000	6	2
2008-11-24	735999999000002414	3806251855	1.000	6	0
2009-01-01	735999999000002568	TM206310	1.000	9	0
2009-02-12	735999999000000991	3806251048	1.000	6	0
2012-03-01	735999999000001004	TM210403	1.000	9	0
2011-01-01	735999999000001851	TM209715	1.000	9	0
2011-01-01	735999999000001851	3806254801	1.000	6	0
2009-11-09	735999999000001875	3806252359	1.000	6	0
2010-12-22	735999999000001943	TM207206	1.000	9	0
2008-11-27	735999999000001967	3806251828	1.000	6	0
2008-11-27	735999999000002018	3806251054	1.000	6	0
2009-01-01	735999999000002568	94957538	1.000	6	2
2008-11-24	735999999000002735	3806251784	1.000	6	0
2008-11-25	735999999000002193	3806251342	1.000	6	0
2008-11-28	735999999000002285	3806251773	1.000	6	0
2008-11-24	735999999000002759	3806251869	1.000	6	0
2011-07-21	735999999000002896	89760630	1.000	6	0
2010-02-17	735999999000002445	88312369	1.000	6	0
2008-11-24	735999999000002469	3806252231	1.000	6	0
2006-07-05	735999999000001004	86685644	1.000	6	2
2009-04-23	735999999000001134	94850377	1.000	6	2
2007-09-01	735999999000002919	93687956	1.000	6	2
2008-12-01	735999999000003077	TM206304	1.000	9	0
2008-08-25	735999999000001592	3806256706	1.000	6	0
2008-09-01	735999999000001615	87465842	1.000	6	2
2010-01-04	735999999000002711	3806255815	1.000	6	0
2008-09-01	735999999000002858	88364661	1.000	6	0
2008-09-01	735999999000002858	TM210303	1.000	9	0
2010-04-01	735999999000002872	TM204505	1.000	9	0
2008-09-01	735999999000001615	TM209603	1.000	9	0
2009-03-06	735999999000002025	3806251106	1.000	6	0
2010-04-01	735999999000002872	88208718	1.000	6	0
2006-11-15	735999999000002964	86024670	1.000	6	0
2011-01-01	735999999000002049	TM207212	1.000	9	0
2011-01-01	735999999000002049	94850397	1.000	6	2
2009-04-01	735999999000001165	TM210002	1.000	9	0
2009-04-02	735999999000001165	95236032	1.000	6	2
2008-03-26	735999999000003039	89760167	1.000	6	0
2008-09-15	735999999000003053	87465782	1.000	6	2
2008-11-24	735999999000002186	3806259510	1.000	6	0
2009-01-01	735999999000002278	TM209308	1.000	9	0
2009-04-15	735999999000001820	95236017	1.000	6	2
2008-11-14	735999999000001837	90615126	1.000	6	0
2008-11-28	735999999000003268	3806251223	1.000	6	0
2008-11-24	735999999000003282	3806256097	1.000	6	0
2008-12-01	735999999000003077	95236010	1.000	6	2
2009-01-01	735999999000003091	TM204801	1.000	9	0
2009-01-01	735999999000002278	93687971	1.000	6	2
2008-11-24	735999999000002520	3806259588	1.000	6	0
2011-01-01	735999999000001974	TM207211	1.000	9	0
2011-01-01	735999999000001974	3806251902	1.000	6	0
2008-11-25	735999999000003305	3806251914	1.000	6	0
2008-11-27	735999999000003350	3806252286	1.000	6	0
2009-01-01	735999999000003091	95236008	1.000	6	2
2009-04-28	735999999000003237	TM207210	1.000	9	0
2008-11-24	735999999000002544	3806251453	1.000	6	0
2008-11-25	735999999000002612	3806251173	1.000	6	0
2008-11-24	735999999000002001	3806253071	1.000	6	0
2009-02-27	735999999000002155	89760358	1.000	6	0
2008-11-25	735999999000002636	3806251607	1.000	6	0
2009-01-01	735999999000002681	TM206306	1.000	9	0
2008-11-25	735999999000003374	3806251936	1.000	6	0
2008-11-26	735999999000003442	3806251340	1.000	6	0
2009-01-01	735999999000002681	94957535	1.000	6	2
2008-11-24	735999999000002797	3806251433	1.000	6	0
2009-04-28	735999999000003237	95236031	1.000	6	2
2008-11-27	735999999000003398	3806251311	1.000	6	0
2008-11-25	735999999000003466	3806252040	1.000	6	0
2008-11-27	735999999000003510	3806251840	1.000	6	0
2009-04-14	735999999000003138	94850318	1.000	6	2
2008-11-27	735999999000003183	3806252254	1.000	6	0
2008-11-27	735999999000003404	3806252194	1.000	6	0
2008-11-27	735999999000003411	3806251477	1.000	6	0
2008-11-27	735999999000003534	3806252292	1.000	6	0
2010-09-08	735999999000003558	3806253264	1.000	6	0
2008-11-26	735999999000002308	3806252018	1.000	6	0
2008-12-04	735999999000002483	3806251270	1.000	6	0
2008-04-29	735999999000002506	88312316	1.000	6	0
2008-08-27	735999999000002803	3806257489	1.000	6	0
2008-11-24	735999999000003275	3806259636	1.000	6	0
2008-11-24	735999999000003299	3806252289	1.000	6	0
2008-11-25	735999999000003428	3806251266	1.000	6	0
2008-11-27	735999999000003565	3806252609	1.000	6	0
2008-08-27	735999999000002810	3806256897	1.000	6	0
2008-03-18	735999999000002827	89760244	1.000	6	0
2008-11-27	735999999000003572	3806256441	1.000	6	0
2008-11-27	735999999000003589	3806252251	1.000	6	0
2008-11-25	735999999000003367	3806251788	1.000	6	0
2008-11-27	735999999000003381	3806252107	1.000	6	0
2008-03-19	735999999000002841	89760229	1.000	6	0
2009-07-01	735999999000002971	TM204507	1.000	9	0
2008-11-27	735999999000003602	3806253075	1.000	6	0
2008-11-27	735999999000003626	3806251402	1.000	6	0
2008-11-27	735999999000003596	3806253060	1.000	6	0
2008-11-25	735999999000003725	3806252128	1.000	6	0
2008-11-26	735999999000003732	3806259644	1.000	6	0
2008-11-26	735999999000003749	3806251216	1.000	6	0
2008-11-26	735999999000003756	3806251643	1.000	6	0
2008-11-26	735999999000003763	3806251628	1.000	6	0
2008-11-26	735999999000003909	3806252122	1.000	6	0
2008-11-26	735999999000003916	3806260147	1.000	6	0
2008-11-25	735999999000003435	3806251755	1.000	6	0
2008-11-25	735999999000003459	3806251336	1.000	6	0
2009-07-01	735999999000002971	93687957	1.000	6	2
2011-04-01	735999999000003008	TM210313	1.000	9	0
2008-11-24	735999999000003695	3806251384	1.000	6	0
2008-11-25	735999999000003718	3806252225	1.000	6	0
2008-11-25	735999999000003923	3806251062	1.000	6	0
2008-11-26	735999999000004067	3806251801	1.000	6	0
2008-11-27	735999999000003527	3806252195	1.000	6	0
2008-11-27	735999999000003541	3806252788	1.000	6	0
2011-04-01	735999999000003008	94850323	1.000	6	2
2008-11-25	735999999000003169	3806252785	1.000	6	0
2008-11-27	735999999000003619	3806252229	1.000	6	0
2012-03-02	735999999000003633	3806014594	1.000	6	0
2008-11-25	735999999000003312	3806252894	1.000	6	0
2008-11-25	735999999000003329	3806252497	1.000	6	0
2008-11-26	735999999000003787	3806252098	1.000	6	0
2008-11-26	735999999000003800	3806251774	1.000	6	0
2008-11-25	735999999000004098	3806251309	1.000	6	0
2009-05-25	735999999000004227	89760683	1.000	6	0
2008-11-25	735999999000003343	3806252512	1.000	6	0
2008-11-25	735999999000003473	3806252204	1.000	6	0
2009-01-16	735999999000003688	3806252157	1.000	6	0
2008-11-24	735999999000003701	3806251759	1.000	6	0
2008-12-01	735999999000004234	3806251588	1.000	6	0
2008-12-01	735999999000004234	TM200704	1.000	9	0
2011-06-03	735999999000003855	3806252273	1.000	6	0
2008-11-26	735999999000003879	3806251693	1.000	6	0
2008-11-25	735999999000003480	3806251454	1.000	6	0
2008-11-25	735999999000003497	3806251496	1.000	6	0
2008-11-24	735999999000003947	3806251330	1.000	6	0
2013-10-16	735999999000003961	90434362	1.000	6	0
2008-11-28	735999999000004104	3806251492	1.000	6	0
2008-12-01	735999999000004128	TM208904	1.000	9	0
2008-12-01	735999999000004128	94957532	1.000	6	2
2008-12-01	735999999000004197	TM200705	1.000	9	0
2008-11-25	735999999000003503	3806251493	1.000	6	0
2008-11-27	735999999000003640	3806251865	1.000	6	0
2008-12-01	735999999000004197	87059756	1.000	6	2
2009-01-28	735999999000004210	3806251084	1.000	6	0
2008-11-26	735999999000003770	3806252241	1.000	6	0
2008-11-26	735999999000003794	3806251419	1.000	6	0
2008-11-12	735999999000004371	3806251545	1.000	6	0
2008-08-25	735999999000004449	3806257493	1.000	6	0
2008-11-26	735999999000003862	3806252154	1.000	6	0
2008-11-25	735999999000003930	3806252175	1.000	6	0
2008-08-25	735999999000004463	3806257443	1.000	6	0
2008-08-25	735999999000004531	3806256839	1.000	6	0
2008-08-26	735999999000004241	3806257227	1.000	6	0
2013-08-31	735999999000004395	3806255266	1.000	6	0
2008-11-24	735999999000003954	3806251299	1.000	6	0
2008-12-01	735999999000004029	TM208909	1.000	9	0
2008-08-25	735999999000004555	3806257707	1.000	6	0
2008-08-25	735999999000004609	3806256924	1.000	6	0
2008-08-25	735999999000004401	3806256972	1.000	6	0
2008-08-25	735999999000004418	3806257401	1.000	6	0
2008-12-01	735999999000004029	95236024	1.000	6	2
2006-10-25	735999999000004043	TM208906	1.000	8	0
2008-11-27	735999999000003657	3806251249	1.000	6	0
2008-11-27	735999999000003664	3806251630	1.000	6	0
2008-11-27	735999999000003671	3806252134	1.000	6	0
2008-11-26	735999999000003817	3806251703	1.000	6	0
2013-04-11	735999999000004425	86016089	1.000	6	0
2008-08-28	735999999000004562	3806255723	1.000	6	0
2008-08-27	735999999000004623	3806257662	1.000	6	0
2012-10-02	735999999000004692	3806252064	1.000	6	0
2008-11-27	735999999000003824	3806251505	1.000	6	0
2009-01-16	735999999000003831	3806254740	1.000	6	0
2008-08-28	735999999000004579	3806255121	1.000	6	0
2008-08-25	735999999000004586	3806256907	1.000	6	0
2008-08-27	735999999000004784	3806256827	1.000	6	0
2008-08-27	735999999000004807	3806257003	1.000	6	0
2008-11-26	735999999000003848	3806251712	1.000	6	0
2009-03-04	735999999000003978	3806251770	1.000	6	0
2008-08-25	735999999000004593	3806256923	1.000	6	0
2008-10-23	735999999000004753	3806253052	1.000	6	0
2009-01-01	735999999000004043	94957540	1.000	6	2
2008-11-27	735999999000004180	3806252287	1.000	6	0
2008-08-27	735999999000004760	3806256971	1.000	6	0
2008-08-26	735999999000004890	3806256898	1.000	6	0
2008-10-23	735999999000004906	3806252557	1.000	6	0
2008-08-27	735999999000004913	3806260060	1.000	6	0
2008-08-27	735999999000004920	3806260440	1.000	6	0
2008-08-27	735999999000004937	3806260310	1.000	6	0
2008-12-01	735999999000004012	TM208903	1.000	9	0
2010-10-21	735999999000004012	95236007	1.000	6	2
2008-11-26	735999999000004203	3806251679	1.000	6	0
2008-08-28	735999999000004364	3806255823	1.000	6	0
2008-10-23	735999999000004852	3806252725	1.000	6	0
2008-08-27	735999999000004876	3806256791	1.000	6	0
2008-08-26	735999999000005071	3806257813	1.000	6	0
2008-08-27	735999999000005088	3806260379	1.000	6	0
2009-03-19	735999999000004388	3806262076	1.000	6	0
2008-08-28	735999999000004432	3806255838	1.000	6	0
2009-01-01	735999999000004159	TM208802	1.000	9	0
2009-01-01	735999999000004159	95236026	1.000	6	2
2008-08-28	735999999000004456	3806255653	1.000	6	0
2008-08-25	735999999000004470	3806256747	1.000	6	0
2008-02-01	735999999000004326	TM205502	1.000	9	0
2009-01-01	735999999000004326	88364681	1.000	6	0
2008-08-27	735999999000004944	3806260418	1.000	6	0
2008-08-27	735999999000005033	3806254493	1.000	6	0
2008-08-25	735999999000004487	3806257087	1.000	6	0
2008-08-28	735999999000004494	3806255701	1.000	6	0
2008-08-27	735999999000005095	3806259507	1.000	6	0
2008-08-25	735999999000005392	3806256995	1.000	6	0
2008-08-25	735999999000004524	3806256712	1.000	6	0
2008-08-25	735999999000004548	3806256703	1.000	6	0
2013-09-16	735999999000005101	1301463119	1.000	6	0
2008-08-27	735999999000005125	3806260332	1.000	6	0
2008-08-25	735999999000004517	3806256751	1.000	6	0
2008-08-27	735999999000004647	3806257729	1.000	6	0
2013-04-26	735999999000005408	90434381	1.000	6	0
2008-08-25	735999999000005415	3806256992	1.000	6	0
2008-08-27	735999999000004654	3806256812	1.000	6	0
2008-08-27	735999999000004661	3806257293	1.000	6	0
2013-01-31	735999999000005194	90722148	1.000	6	0
2008-08-27	735999999000005217	3806260406	1.000	6	0
2008-10-07	735999999000004616	3806257250	1.000	6	0
2008-08-27	735999999000004630	3806257347	1.000	6	0
2008-12-04	735999999000005552	90615136	1.000	6	0
2008-08-27	735999999000005606	3806256976	1.000	6	0
2008-08-27	735999999000004678	3806257215	1.000	6	0
2008-10-23	735999999000004814	3806252742	1.000	6	0
2008-08-27	735999999000004685	3806257601	1.000	6	0
2008-08-27	735999999000004708	3806257657	1.000	6	0
2008-08-25	735999999000005422	3806257031	1.000	6	0
2008-08-25	735999999000005439	3806256902	1.000	6	0
2008-08-27	735999999000005620	3806257390	1.000	6	0
2008-08-27	735999999000005644	3806256814	1.000	6	0
2008-08-27	735999999000004821	3806256736	1.000	6	0
2008-08-26	735999999000004838	3806257035	1.000	6	0
2008-06-27	735999999000004722	88322278	1.000	6	0
2008-08-26	735999999000004777	3806253875	1.000	6	0
2008-08-27	735999999000005576	3806255185	1.000	6	0
2008-08-27	735999999000005583	3806255851	1.000	6	0
2008-08-26	735999999000004791	3806253841	1.000	6	0
2008-08-27	735999999000004869	3806256793	1.000	6	0
2008-08-28	735999999000005781	3806257404	1.000	6	0
2008-05-26	735999999000005804	88322030	1.000	6	0
2008-08-27	735999999000005590	3806255924	1.000	6	0
2008-08-27	735999999000005736	3806256851	1.000	6	0
2008-08-26	735999999000004845	3806253811	1.000	6	0
2008-08-27	735999999000004982	3806259348	1.000	6	0
2008-08-26	735999999000004883	3806257487	1.000	6	0
2008-08-27	735999999000004975	3806259940	1.000	6	0
2008-05-26	735999999000005859	88322035	1.000	6	0
2008-05-26	735999999000005873	88322037	1.000	6	0
2008-08-27	735999999000005743	3806256910	1.000	6	0
2008-08-28	735999999000005750	3806257634	1.000	6	0
2012-01-12	735999999000005767	90721932	1.000	6	0
2008-05-26	735999999000005903	88208668	1.000	6	0
2008-08-27	735999999000004999	3806260283	1.000	6	0
2008-08-27	735999999000005002	3806259386	1.000	6	0
2008-05-26	735999999000005897	88322039	1.000	6	0
2008-05-26	735999999000005941	88208568	1.000	6	0
2008-08-27	735999999000005019	3806260356	1.000	6	0
2008-08-28	735999999000005149	3806253460	1.000	6	0
2008-05-26	735999999000005910	88208565	1.000	6	0
2008-05-26	735999999000005927	88208566	1.000	6	0
2008-05-26	735999999000005965	88208570	1.000	6	0
2008-05-26	735999999000006030	88208639	1.000	6	0
2008-08-27	735999999000005156	3806259759	1.000	6	0
2008-08-27	735999999000005163	3806260427	1.000	6	0
2008-05-26	735999999000005934	88208567	1.000	6	0
2008-05-26	735999999000006061	88208625	1.000	6	0
2008-08-27	735999999000005026	3806260624	1.000	6	0
2008-08-28	735999999000005040	3806260355	1.000	6	0
2008-08-27	735999999000005118	3806260308	1.000	6	0
2008-08-27	735999999000005132	3806260282	1.000	6	0
2008-05-26	735999999000006054	88208641	1.000	6	0
2008-05-26	735999999000006122	88322087	1.000	6	0
2007-03-01	735999999000005347	TM204214	1.000	9	0
2009-07-01	735999999000005347	95236021	1.000	6	2
2008-05-26	735999999000006078	88312536	1.000	6	0
2008-05-26	735999999000006085	88322088	1.000	6	0
2008-08-27	735999999000005200	3806260594	1.000	6	0
2013-10-21	735999999000005224	3806251408	1.000	6	0
2008-09-01	735999999000006146	87251324	1.000	6	2
2008-09-01	735999999000006146	TM204211	1.000	8	0
2008-09-05	735999999000005507	3806259885	1.000	6	0
2008-08-27	735999999000005651	3806257335	1.000	6	0
2008-05-26	735999999000006092	88322086	1.000	6	0
2008-05-26	735999999000006108	86022080	1.000	6	0
2008-08-25	735999999000005385	3806257061	1.000	6	0
2008-08-25	735999999000005453	3806257029	1.000	6	0
2008-05-26	735999999000006191	88208559	1.000	6	0
2008-05-26	735999999000006214	88208561	1.000	6	0
2008-08-27	735999999000005668	3806256837	1.000	6	0
2008-08-28	735999999000005675	3806257359	1.000	6	0
2008-05-26	735999999000006238	88208563	1.000	6	0
2008-05-26	735999999000006245	88208621	1.000	6	0
2008-08-28	735999999000005682	3806257030	1.000	6	0
2008-05-26	735999999000005811	88322031	1.000	6	0
2008-05-26	735999999000006283	88208538	1.000	6	0
2008-05-26	735999999000006306	88208539	1.000	6	0
2008-05-26	735999999000006252	88208622	1.000	6	0
2008-05-26	735999999000006269	88208623	1.000	6	0
2013-05-16	735999999000005545	90434475	1.000	6	0
2008-08-27	735999999000005613	3806257336	1.000	6	0
2008-05-26	735999999000005828	88322032	1.000	6	0
2008-05-26	735999999000005835	88322033	1.000	6	0
2008-05-26	735999999000006375	88208544	1.000	6	0
2008-05-26	735999999000006399	88322280	1.000	6	0
2008-08-27	735999999000005637	3806257462	1.000	6	0
2008-08-28	735999999000005729	3806257413	1.000	6	0
2008-05-26	735999999000005842	88322034	1.000	6	0
2008-05-26	735999999000005989	88208572	1.000	6	0
2008-08-28	735999999000005774	3806257762	1.000	6	0
2008-08-27	735999999000005798	3806256843	1.000	6	0
2008-05-26	735999999000005996	88208635	1.000	6	0
2008-05-26	735999999000006009	88208637	1.000	6	0
2008-05-26	735999999000006443	88208626	1.000	6	0
2008-05-27	735999999000006467	88208628	1.000	6	0
2008-05-26	735999999000005866	88322036	1.000	6	0
2008-05-26	735999999000005880	88322038	1.000	6	0
2008-05-26	735999999000006016	88208636	1.000	6	0
2008-05-26	735999999000006153	88208555	1.000	6	0
2008-05-28	735999999000006535	88322054	1.000	6	0
2008-05-27	735999999000006559	89760907	1.000	6	0
2008-05-26	735999999000005958	88208569	1.000	6	0
2008-05-26	735999999000005972	88208571	1.000	6	0
2008-05-26	735999999000006405	88208630	1.000	6	0
2008-05-26	735999999000006412	88208631	1.000	6	0
2008-05-26	735999999000006160	88208556	1.000	6	0
2008-05-26	735999999000006177	88208557	1.000	6	0
2008-05-27	735999999000006627	88322224	1.000	6	0
2008-05-27	735999999000006641	88322226	1.000	6	0
2008-05-26	735999999000006023	88208638	1.000	6	0
2008-05-26	735999999000006047	88208640	1.000	6	0
2013-09-27	735999999000006429	1301463122	1.000	6	0
2008-05-26	735999999000006436	88208633	1.000	6	0
2008-05-26	735999999000006184	88208558	1.000	6	0
2008-05-26	735999999000006313	88208540	1.000	6	0
2008-05-26	735999999000006320	88208541	1.000	6	0
2008-05-26	735999999000006337	88322283	1.000	6	0
2008-05-26	735999999000006115	88312564	1.000	6	0
2008-05-26	735999999000006139	88322082	1.000	6	0
2008-05-27	735999999000006788	88322326	1.000	6	0
2008-05-26	735999999000006801	88208575	1.000	6	0
2008-05-27	735999999000006566	88208650	1.000	6	0
2008-05-27	735999999000006573	88208649	1.000	6	0
2008-05-26	735999999000006344	88322282	1.000	6	0
2008-05-26	735999999000006351	88208542	1.000	6	0
2008-05-26	735999999000006207	88208560	1.000	6	0
2008-05-26	735999999000006221	88208562	1.000	6	0
2008-05-26	735999999000006870	88322330	1.000	6	0
2008-05-26	735999999000006894	88322332	1.000	6	0
2008-10-17	735999999000006580	3806257225	1.000	6	0
2008-05-27	735999999000006597	88322221	1.000	6	0
2008-05-27	735999999000006481	89760908	1.000	6	0
2008-05-27	735999999000006498	89760610	1.000	6	0
2008-05-27	735999999000006948	88322337	1.000	6	0
2008-05-27	735999999000006962	88322272	1.000	6	0
2008-05-27	735999999000006504	88322052	1.000	6	0
2008-05-27	735999999000006511	88322051	1.000	6	0
2008-05-27	735999999000006658	88322227	1.000	6	0
2008-05-27	735999999000006665	88322228	1.000	6	0
2008-05-26	735999999000007037	88208643	1.000	6	0
2008-05-26	735999999000007051	88208644	1.000	6	0
2008-05-27	735999999000006603	88322222	1.000	6	0
2008-05-27	735999999000006733	88322321	1.000	6	0
2008-05-27	735999999000006672	88322229	1.000	6	0
2008-05-26	735999999000006825	88208577	1.000	6	0
2008-05-27	735999999000007129	88322349	1.000	6	0
2012-11-26	735999999000007198	11680663	1.000	6	3
2008-05-27	735999999000006740	88322322	1.000	6	0
2008-05-27	735999999000006757	88322323	1.000	6	0
2009-06-23	735999999000006276	3806255850	1.000	6	0
2008-05-26	735999999000006290	88208564	1.000	6	0
2008-05-27	735999999000006832	88208578	1.000	6	0
2008-05-26	735999999000006849	88208579	1.000	6	0
2008-05-26	735999999000006856	88208580	1.000	6	0
2008-05-27	735999999000006986	88322276	1.000	6	0
2008-05-26	735999999000006368	88208543	1.000	6	0
2008-05-26	735999999000006382	88322281	1.000	6	0
2008-05-27	735999999000006764	88322324	1.000	6	0
2008-05-26	735999999000006900	88322333	1.000	6	0
2008-09-05	735999999000007280	3806259343	1.000	6	0
2008-08-27	735999999000007372	3806260506	1.000	6	0
2008-05-27	735999999000006993	88322271	1.000	6	0
2008-05-27	735999999000007006	88322273	1.000	6	0
2008-05-27	735999999000006917	88322334	1.000	6	0
2008-05-27	735999999000006924	88322335	1.000	6	0
2008-05-27	735999999000006450	88208627	1.000	6	0
2008-05-27	735999999000006474	88208634	1.000	6	0
2008-08-27	735999999000007396	3806255445	1.000	6	0
2008-11-03	735999999000007440	3806251027	1.000	6	0
2008-08-26	735999999000007532	3806257070	1.000	6	0
2008-08-29	735999999000007693	3806257007	1.000	6	0
2008-05-27	735999999000007013	88322275	1.000	6	0
2008-11-07	735999999000007167	90615131	1.000	6	0
2008-10-27	735999999000007891	3806251354	1.000	6	0
2008-03-31	735999999000008034	89760170	1.000	6	0
2008-05-27	735999999000006931	88322336	1.000	6	0
2008-05-26	735999999000007075	88208646	1.000	6	0
2012-08-15	735999999000007327	3806257664	1.000	6	0
2008-09-05	735999999000007334	3806260734	1.000	6	0
2008-03-31	735999999000008058	89760174	1.000	6	0
2008-03-31	735999999000008126	89760782	1.000	6	0
2008-05-26	735999999000007082	88208690	1.000	6	0
2008-05-26	735999999000007099	88208691	1.000	6	0
2008-05-28	735999999000007341	88322269	1.000	6	0
2008-05-28	735999999000007358	88208629	1.000	6	0
2008-05-28	735999999000006528	88322053	1.000	6	0
2008-05-28	735999999000006542	88322055	1.000	6	0
2008-05-27	735999999000006610	88322223	1.000	6	0
2008-05-27	735999999000006634	88322225	1.000	6	0
2008-08-26	735999999000007501	3806257763	1.000	6	0
2008-08-29	735999999000007662	3806260436	1.000	6	0
2008-09-25	735999999000007839	3806254492	1.000	6	0
2008-04-03	735999999000008010	89760776	1.000	6	0
2008-05-27	735999999000006726	88322320	1.000	6	0
2008-05-27	735999999000006771	88322325	1.000	6	0
2008-03-31	735999999000008027	89760646	1.000	6	0
2008-03-31	735999999000008157	89760171	1.000	6	0
2008-05-27	735999999000007105	88208647	1.000	6	0
2008-08-25	735999999000007235	3806254142	1.000	6	0
2008-03-31	735999999000008164	89760852	1.000	6	0
2008-03-31	735999999000008171	89760850	1.000	6	0
2008-08-25	735999999000007242	3806253960	1.000	6	0
2008-11-11	735999999000007259	3806251940	1.000	6	0
2008-03-31	735999999000008188	89760648	1.000	6	0
2008-08-19	735999999000008492	3806257433	1.000	6	0
2008-05-27	735999999000006795	88322327	1.000	6	0
2008-05-26	735999999000006818	88208576	1.000	6	0
2008-03-31	735999999000008140	89760848	1.000	6	0
2008-03-31	735999999000008195	89760784	1.000	6	0
2008-08-19	735999999000008508	3806256768	1.000	6	0
2008-08-19	735999999000008515	3806256896	1.000	6	0
2008-05-26	735999999000006863	88208581	1.000	6	0
2008-05-26	735999999000006887	88322331	1.000	6	0
2008-08-25	735999999000007266	3806253966	1.000	6	0
2008-08-26	735999999000007402	3806255814	1.000	6	0
2008-08-19	735999999000008522	3806256797	1.000	6	0
2008-04-03	735999999000008669	89760941	1.000	6	0
2008-03-31	735999999000008218	89760645	1.000	6	0
2008-03-31	735999999000008232	89760849	1.000	6	0
2008-05-27	735999999000006955	88322270	1.000	6	0
2008-05-27	735999999000006979	88322274	1.000	6	0
2008-08-26	735999999000007419	3806257377	1.000	6	0
2008-08-26	735999999000007426	3806257747	1.000	6	0
2008-09-25	735999999000008829	3806254806	1.000	6	0
2008-12-02	735999999000008850	3806252139	1.000	6	0
2008-08-19	735999999000008393	3806256920	1.000	6	0
2008-08-19	735999999000008447	3806257363	1.000	6	0
2008-09-25	735999999000008997	3806257778	1.000	6	0
2008-08-27	735999999000009017	3806255975	1.000	6	0
2008-08-19	735999999000008461	3806257786	1.000	6	0
2008-08-19	735999999000008485	3806257327	1.000	6	0
2008-08-26	735999999000009161	3806257313	1.000	6	0
2008-08-26	735999999000009178	3806257016	1.000	6	0
2008-08-26	735999999000007433	3806255087	1.000	6	0
2008-08-26	735999999000007594	3806256885	1.000	6	0
2008-08-19	735999999000008539	3806256912	1.000	6	0
2008-08-19	735999999000008553	3806257073	1.000	6	0
2008-08-25	735999999000009185	3806256990	1.000	6	0
